bokning_id,medlem_id,medlemstyp,medlem_startdatum,medlem_slutdatum,månadskostnad,födelseår,pass_id,passnamn,anläggning,instruktör,bokningsdatum,passdatum,passtid,status,feedback_text,feedbackdatum,feedback_betyg
BOK-000276,MED-10060,Premium,2023-04-29,2025-01-12,599,1993,PASS-2024-09-24-276,hiit,Stockholm Kungsholmen,Marcus Ek,2024-09-19,2024-09-24,18:30,Genomförd,Professionellt och välorganiserat pass.,2024-09-25,5
BOK-000277,MED-10372,Bas,2023-07-01,2024-11-03,349,1983,PASS-2024-07-29-277,Yoga,Uppsala,Lisa Andersson,2024-07-27,2024-07-29,07:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-07-30,4
BOK-000278,MED-10104,Bas,2023-07-16,2025-04-10,349,1992,PASS-2024-08-30-278,HIIT,Södermalm,Anna Lindberg,2024-08-28,2024-08-30,17:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-08-31,3
BOK-000279,MED-10072,bas,2023-09-04,2025-03-20,349,1987,PASS-2024-07-08-279,Styrketräning,,Erik Johansson,2024-07-03,2024-07-08,07:00,Genomförd,,,
BOK-000280,MED-10283,Student,2023-05-19,2024-12-19,249,1996,PASS-2024-10-25-280,HIIT,Lund,Fredrik Berg,2024-10-23,2024-10-25,20:00,Genomförd,,,
BOK-000281,MED-10331,Premium,2022/07/08,2025-06-29,599,1997,PASS-2024-10-04-281,Cykel,Göteborg Hisingen,Sara Nilsson,2024-10-03,2024-10-04,09:00,Avbokad,,,
BOK-000282,MED-10158,PREMIUM,2023-07-29,2025-07-03,599,2006,PASS-2024-07-13-282,HIIT,Stockholm Södermalm,Anna Lindberg,2024-07-09,2024-07-13,18:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-07-13,4
BOK-000283,MED-10367,Bas,2024-02-26,2025-06-11,349,1989,PASS-2024-12-15-283,pilates,Göteborg Centrum,Maria Santos,2024-12-13,2024-12-15,12:00,genomförd,,,
BOK-000284,MED-10086,Premium,2023-09-07,2024-11-20,599,1985,PASS-2024-07-25-284,Yoga,Uppsala,Lisa Andersson,2024-07-20,2024-07-25,07:00,Genomförd,Toppen! Lisa är fantastisk som alltid.,2024-07-26,5
BOK-000285,MED-10259,Bas,2024-04-12,2025-07-06,349,1983,PASS-2024-07-22-285,Pilates,Malmö Västra Hamnen,David Chen,16/07/2024,2024-07-22,18:30,Avbokad,,,
BOK-000286,MED-10374,Bas,2023-05-28,2024-09-08,349,1973,PASS-2024-07-28-286,HIIT,Stockholm City,Erik Johansson,2024-07-26,2024-07-28,18:00,No-show,,,
BOK-000287,MED-10109,Bas,2024-01-26,2025-01-30,349,1995,PASS-2024-10-30-287,Spinning,Stockholm Södermalm,Anna Lindberg,2024-10-23,2024-10-30,18:30,Deltog,,,
BOK-000288,MED-10356,Premium,2023-08-13,2024-10-08,599,1991,PASS-2024-12-24-288,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-12-19,2024-12-24,19:00,No-show,,,
BOK-000289,MED-10266,Bas,2024-01-18,2025-06-02,349,2026,PASS-2024-12-20-289,Spinning,Lund,Fredrik Berg,13/12/2024,2024-12-20,20:30,Genomförd,,,
BOK-000290,MED-10210,Student,2023-01-15,2024-10-15,249,1986,PASS-2024-10-14-290,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-10-13,2024-10-14,18:00,genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-10-15,4
BOK-000291,MED-10257,Premium,2023-05-31,2025-06-20,599,2026,PASS-2024-10-22-291,Styrketräning,Örebro,Oscar Holm,2024-10-15,2024-10-22,17:30,Genomförd,,,
BOK-000292,MED-10344,Bas,2023-07-20,2025-02-19,349,1993,PASS-2024-10-15-292,Spinning,Malmö Centrum,Johan Bergström,2024-10-11,2024/10/15,19:00,Avbokad,,,
BOK-000293,MED-10372,Bas,2023-07-01,2024-11-03,349,1983,PASS-2024-10-08-293,Pilates,Göteborg Centrum,,2024-10-03,2024-10-08,19:00,genomförd,,,
BOK-000294,MED-10012,Premium,2022-07-25,2024-12-24,599,1988,PASS-2024-07-21-294,Spinning,Lund,Fredrik Berg,2024-07-15,2024-07-21,20:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-07-21,3
BOK-000295,MED-10185,Premium,2023-08-15,2025-04-27,599,1984,PASS-2024-07-24-295,Boxing,Malmö C,Johan Bergström,2024-07-17,2024-07-24,07:00,Avbokad,,,
BOK-000296,MED-10130,Premium,2022-08-19,2025-01-18,599,1999,PASS-2024-07-02-296,Styrketräning,Stockholm City,Erik Johansson,2024-06-27,2024-07-02,17:00,Avbokad,,,
BOK-000297,MED-10204,Student,2023-01-13,2025-04-11,249,2000,PASS-2024-11-04-297,Boxning,Malmö Centrum,Johan Bergström,2024-11-01,2024-11-04,20:00,No-show,,,
BOK-000298,MED-10085,Bas,2024-04-17,2024-08-31,-349,1940,PASS-2024-10-24-298,HIIT,Stockholm Södermalm,Anna Lindberg,2024-10-21,2024-10-24,17:00,Genomförd,,,
BOK-000299,MED-10197,Grund,2023-08-11,2025-01-21,349,1988,PASS-2024-08-29-299,Yoga,Uppsala,Lisa Andersson,2024-08-28,2024-08-29,17:00,Genomförd,,,
BOK-000300,MED-10009,Student,2022-11-30,2024-11-01,249,1992,PASS-2024-11-25-300,Yoga,Västerås,Klara Svensson,2024-11-24,2024-11-25,18:30,Genomförd,Bästa yogapasset jag varit på. Kommer tillbaka!,2024-11-26,4
BOK-000301,MED-10005,Premium,2024-05-26,2024-11-19,599,1993,PASS-2024-07-08-301,Hatha Yoga,Göteborg Centrum,Maria Santos,2024-07-01,2024-07-08,20:30,Genomförd,"Lugn och avslappnande yoga, precis vad jag behövde.",2024-07-09,5
BOK-000302,MED-10326,Bas,2023-07-18,2025-02-12,349,1983,PASS-2024-10-14-302,Yoga,,David Chen,2024-10-12,2024-10-14,17:00,Genomförd,,,
BOK-000303,MED-10096,Premium,2024-02-12,2024-11-29,599,1991,PASS-2024-10-07-303,Yoga,Malmö Västra Hamnen,David Chen,2024-09-30,2024-10-07,11:00,Genomförd,,,
BOK-000304,MED-10075,Bas,2024-02-20,2024-10-06,349,1985,PASS-2024-11-25-304,Yoga,Malmö Västra Hamnen,David Chen,2024-11-23,2024-11-25,18:00,Avbokad,,,
BOK-000305,MED-10099,Premium,2023-04-20,2025-02-14,599,1996,PASS-2024-10-17-305,Yoga,Uppsala,Lisa Andersson,2024-10-12,2024-10-17,12:00,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-10-17,3
BOK-000306,MED-10147,Bas,2023-05-10,2025-01-19,349,1997,PASS-2024-08-22-306,HIIT,Lund,Fredrik Berg,2024-08-21,2024-08-22,18:00,Genomförd,,,
BOK-000307,MED-10242,Bas,2023-01-19,2025-06-03,349,1982,PASS-2024-07-03-307,Styrketräning,,Oscar Holm,2024-07-01,2024/07/03,16:00,No-show,,,
BOK-000308,MED-10265,Bas,2023-08-04,2025-02-13,349,1999,PASS-2024-12-29-308,Pilates,Västerås,Klara Svensson,"December 23, 2024",2024-12-29,07:00,Genomförd,"Lugn och avslappnande pilates, precis vad jag behövde.",2024-12-29,5
BOK-000309,MED-10169,Student,2023-10-28,2025-02-27,249,,PASS-2024-12-21-309,STYRKA,Göteborg Hisingen,Sara Nilsson,2024-12-20,2024-12-21,17:30,Genomförd,,,
BOK-000310,MED-10303,Premium,2024-01-24,2025-01-17,599,1988,PASS-2024-07-11-310,Styrketräning,Stockholm City,Erik Johansson,2024-07-10,2024-07-11,16:00,Genomförd,Standard styrketräning. Inget att klaga på.,2024-07-12,3
BOK-000311,MED-10305,Student,2023-02-23,2025-05-15,249,1991,PASS-2024-09-16-311,Yoga,Uppsala,Lisa Andersson,2024-09-09,2024-09-16,18:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-09-17,5
BOK-000312,MED-10236,Grund,2023-01-04,2025-06-28,349,2006,PASS-2024-10-14-312,Spinning,Stockholm Södermalm,Anna Lindberg,2024-10-10,2024-10-14,20:00,Avbokad,,,
BOK-000313,MED-10332,Bas,2024-04-16,2024-12-20,349,1994,PASS-2024-09-08-313,HIIT,Stockholm City,Erik Johansson,2024-09-01,2024-09-08,17:00,Genomförd,"Helt okej pass, inget speciellt.",2024-09-08,3
BOK-000314,MED-10104,Bas,2023-07-16,2025-04-10,349,1992,PASS-2024-09-02-314,HIIT,Stockholm City,Erik Johansson,2024-08-28,2024-09-02,06:30,No-show,,,
BOK-000315,MED-10243,Gold,2022-08-25,2025-01-24,599,1983,PASS-2024-12-27-315,Pilates,Malmö Västra Hamnen,David Chen,2024-12-26,2024-12-27,10:00,Deltog,,,
BOK-000316,MED-10257,Premium,2023-05-31,2025-06-20,599,1996,PASS-2024-08-10-316,Boxning,Malmö Centrum,Johan Bergström,2024-08-05,2024-08-10,19:00,No-show,,,
BOK-000317,MED-10269,BAS,2024-02-05,2024-12-07,349,1989,PASS-2024-11-07-317,Yoga,Uppsala,Lisa Andersson,2024-11-02,2024-11-07,17:30,Genomförd,Tekniken visades inte ordentligt. Risk för skador.,2024-11-07,2
BOK-000318,MED-10191,Bas,2022-12-14,2024-09-08,349,1988,PASS-2024-07-19-318,Styrketräning,Örebro,Oscar Holm,2024-07-16,2024-07-19,19:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-07-19,2
BOK-000319,MED-10372,Bas,2023-07-01,2024-11-03,349,1983,PASS-2024-08-17-319,PILATES,Västerås,Klara Svensson,2024-08-15,2024-08-17,08:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-08-17,4
BOK-000320,MED-10123,Student,2024-02-13,2025-04-04,249,1999,PASS-2024-07-20-320,HIIT,Linköping,Emma Larsson,19 juli 2024,2024-07-20,20:00,Genomförd,,,
BOK-000321,MED-10036,Premium,2023-07-23,2024-12-30,599,1989,PASS-2024-07-10-321,Spinning,Göteborg Hisingen,Sara Nilsson,2024-07-06,2024-07-10,18:30,Genomförd,Medelmåttigt. Varken bra eller dåligt.,2024-07-11,3
BOK-000322,MED-10281,Bas,26 december 2023,2025-03-30,349,1991,PASS-2024-10-18-322,Yoga,Göteborg C,Maria Santos,2024-10-13,2024-10-18,12:00,genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-10-18,4
BOK-000323,MED-10066,Bas,2023-12-23,2024-09-28,349,1988,PASS-2024-09-13-323,Spinning,Örebro,Oscar Holm,2024-09-12,2024-09-13,16:00,No-show,,,
BOK-000324,MED-10210,STUDENT,2023-01-15,2024-10-15,249,1986,PASS-2024-09-27-324,HIIT,Lund,Fredrik Berg,2024-09-20,2024-09-27,17:30,Genomförd,,,
BOK-000325,MED-10253,Student,2023-08-12,2025-06-05,249,1980,PASS-2024-10-07-325,HIIT,Södermalm,Anna Lindberg,2024-10-03,2024-10-07,17:30,Genomförd,"Underbar träning, kommer definitivt igen!",2024-10-08,5
BOK-000326,MED-10273,Bas,2022-07-14,2025-01-11,349,1994,PASS-2024-12-21-326,Pilates,Malmö Västra Hamnen,David Chen,2024-12-16,2024-12-21,17:00,Genomförd,,,
BOK-000327,MED-10157,Student,2022-10-04,2025-01-29,249,1989,PASS-2024-12-03-327,Spinning,Örebro,Oscar Holm,2024-11-29,2024-12-03,18:30,Genomförd,"Besviken på Oscar, inte alls lika bra som förra gången.",2024-12-03,2
BOK-000328,MED-10296,Premium,2024-02-06,2024-10-01,599,1983,PASS-2024-10-21-328,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-10-19,2024-10-21,17:00,Struken,,,
BOK-000329,MED-10144,Premium,2022-11-02,2025/08/04,599,1988,PASS-2024-07-19-329,Yoga,Göteborg C,Maria Santos,2024-07-12,2024-07-19,10:00,Genomförd,,,
BOK-000330,MED-10371,Bas,2024-03-07,2025-02-04,349,1988,PASS-2024-11-27-330,Core,Göteborg Centrum,Maria Santos,2024-11-21,27/11/2024,18:00,Avbokad,,,
BOK-000331,MED-10118,Premium,2023-10-05,2025-02-04,599,1984,PASS-2024-10-01-331,Pilates,Malmö Västra Hamnen,David Chen,"September 30, 2024",2024-10-01,18:00,Genomförd,,,
BOK-000332,MED-10146,Premium,2023-07-02,2025-02-08,599,1996,PASS-2024-09-05-332,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-09-01,2024-09-05,07:00,Genomförd,,,
BOK-000333,MED-10181,Bas,2023-11-16,2025-01-28,349,2005,PASS-2024-10-17-333,Pilates,Göteborg Centrum,Maria Santos,2024-10-15,2024-10-17,17:30,Genomförd,,,
BOK-000334,MED-10003,Premium,2024-05-05,2025-06-13,599,1976,PASS-2024-11-08-334,Spinning,Örebro,Oscar Holm,2024-11-04,2024-11-08,17:30,Genomförd,,,
BOK-000335,MED-10142,BAS,2023-04-14,2024-11-22,349,,PASS-2024-08-23-335,Spinning,Örebro,,2024-08-20,2024-08-23,07:00,genomförd,,,
BOK-000336,MED-10292,Premium,2024-01-05,2024-09-25,599,1992,PASS-2024-08-22-336,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-08-15,2024-08-22,17:00,Genomförd,,,
BOK-000337,MED-10037,Premium,2024-03-13,2024-10-12,599,2003,PASS-2024-11-09-337,H.I.I.T,Lund,Fredrik Berg,2024-11-08,2024-11-09,18:30,Genomförd,,,
BOK-000338,MED-10034,Premium,2022-11-27,2025-05-28,599,1987,PASS-2024-08-24-338,Yoga,Malmö Västra Hamnen,David Chen,2024-08-23,2024-08-24,17:30,Genomförd,Professionellt och välorganiserat pass.,2024-08-24,4
BOK-000339,MED-10166,Premium,2024-03-05,2025/01/19,599,1980,PASS-2024-10-23-339,Boxing,Malmö Centrum,Johan Bergström,2024-10-19,2024-10-23,07:00,Genomförd,Dålig musik och tråkiga övningar.,2024-10-24,2
BOK-000340,MED-10209,Bas,2023-08-22,2024-11-30,349,1960,PASS-2024-07-12-340,Spinning,Malmö Centrum,Johan Bergström,2024-07-05,2024-07-12,17:00,Genomförd,,,
BOK-000341,MED-10082,Bas,2023-08-18,2025-07-05,349,1981,PASS-2024-08-28-341,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-08-23,2024/08/28,12:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-08-29,1
BOK-000342,MED-10077,Student,2023-05-20,2025-01-22,249,,PASS-2024-11-16-342,HIIT,Stockholm City,Erik Johansson,2024-11-09,2024-11-16,18:00,Genomförd,Professionellt och välorganiserat pass.,2024-11-17,5
BOK-000343,MED-10244,Student,2023-03-15,2024-10-19,249,2006,PASS-2024-08-29-343,Styrketräning,Örebro,Oscar Holm,2024-08-28,2024-08-29,20:00,Avbokad,,,
BOK-000344,MED-10002,PREMIUM,2024-05-02,2024-10-16,599,1985,PASS-2024-11-22-344,Yoga,Uppsala,Lisa Andersson,2024-11-15,2024-11-22,18:00,Genomförd,,,
BOK-000345,MED-10253,Student,2023-08-12,2025-06-05,249,1980,PASS-2024-10-17-345,Pilates,Göteborg Centrum,Maria Santos,2024-10-13,2024-10-17,07:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-10-18,4
BOK-000346,MED-10242,Bas,19 januari 2023,2025-06-03,349,1982,PASS-2024-11-12-346,HIIT,Sthlm Södermalm,Anna Lindberg,2024-11-10,2024-11-12,12:00,Genomförd,"Lugn och avslappnande hiit, precis vad jag behövde.",2024-11-12,4
BOK-000347,MED-10103,Bas,2024-04-23,2024-10-24,349,2005,PASS-2024-11-16-347,Styrketräning,Stockholm City,Erik Johansson,2024-11-14,2024-11-16,07:00,Genomförd,Professionellt och välorganiserat pass.,2024-11-17,5
BOK-000348,MED-10225,Student,2023-09-26,2025-04-20,249,1990,PASS-2024-07-14-348,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-07-12,2024-07-14,17:00,Genomförd,,,
BOK-000349,MED-10333,Bas,2024-05-25,2024-12-12,349,2026,PASS-2024-10-20-349,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-10-17,2024-10-20,06:30,Genomförd,Medelmåttigt. Varken bra eller dåligt.,2024-10-21,3
BOK-000350,MED-10140,Basic,2022-09-23,2024-12-20,349,1990,PASS-2024-09-03-350,Yoga,Västerås,Klara Svensson,2024-08-27,2024-09-03,20:00,AVBOKAD,,,
BOK-000351,MED-10326,Bas,2023-07-18,2025-02-12,349,1983,PASS-2024-10-22-351,Spinning,Lund,Fredrik Berg,2024-10-15,2024-10-22,10:00,Genomförd,Fantastiskt pass! Fredrik är så energisk och motiverande.,2024-10-23,5
BOK-000352,MED-10022,Premium,2022-11-05,2025-06-01,599,1992,PASS-2024-10-22-352,Yoga,UPPSALA,Lisa Andersson,2024-10-18,2024/10/22,17:30,Klar,,,
BOK-000353,MED-10157,Student,2022-10-04,2025-01-29,249,1989,PASS-2024-09-02-353,Yoga,Västerås,Klara Svensson,2024-08-30,2024-09-02,18:00,Avbokad,,,
BOK-000354,MED-10087,Bas,2023-03-22,2025-06-13,349,1989,PASS-2024-12-09-354,HIIT,Stockholm Södermalm,Anna Lindberg,2024-12-04,2024-12-09,07:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-12-09,3
BOK-000355,MED-10053,Student,"November 18, 2023",2025-01-03,249,1985,PASS-2024-07-09-355,Pilates,Västerås,Klara Svensson,2024-07-05,2024-07-09,18:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-07-09,5
BOK-000356,MED-10218,Bas,2023-09-02,2025-06-07,349,1993,PASS-2024-11-07-356,Dans,,Lisa Andersson,2024-11-05,2024-11-07,17:00,Genomförd,,,
BOK-000357,MED-10041,Student,2023-11-09,2025-02-05,249,1995,PASS-2024-08-14-357,Yoga,Göteborg Centrum,Maria Santos,2024-08-12,14/08/2024,20:00,Genomförd,,,
BOK-000358,MED-10217,Premium,2023-01-08,2025-07-16,599,1992,PASS-2024-12-20-358,Spinning,Örebro,Oscar Holm,2024-12-17,2024-12-20,17:00,Genomförd,,,
BOK-000359,MED-10077,Student,2023-05-20,2025-01-22,249,1992,PASS-2024-10-17-359,Dans,Uppsala,Lisa Andersson,2024-10-16,2024-10-17,12:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-10-17,5
BOK-000360,MED-10230,Grund,2024-01-01,2025-04-15,349,2000,PASS-2024-12-10-360,HIIT,Linköping C,Emma Larsson,2024-12-04,2024-12-10,18:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-12-11,1
BOK-000361,MED-10091,Student,2023-09-20,2024-10-21,249,1985,PASS-2024-07-07-361,DANS,Uppsala,Lisa Andersson,2024-07-01,2024-07-07,18:00,Avbokad,,,
BOK-000362,MED-10020,Premium,2022-10-30,2025-02-07,599,1978,PASS-2024-11-12-362,HIIT,Stockholm City,Erik Johansson,2024-11-10,2024-11-12,12:00,Genomförd,,,
BOK-000363,MED-10315,Student,2023-08-12,2025-07-03,249,1996,PASS-2024-09-16-363,Dans,Linköping C,Emma Larsson,12 september 2024,2024-09-16,19:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-09-17,3
BOK-000364,MED-10235,Student,2022-08-04,2024-11-15,249,1988,PASS-2024-12-30-364,Spinning,Örebro,Oscar Holm,2024-12-26,2024-12-30,18:30,no-show,,,
BOK-000365,MED-10161,Bas,2023-03-29,2025-05-07,349,1984,PASS-2024-09-13-365,Pilates,MALMÖ VÄSTRA HAMNEN,David Chen,2024-09-08,2024-09-13,06:30,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-09-13,5
BOK-000366,MED-10180,Premium,2022-10-07,2025-05-25,599,1983,PASS-2024-10-13-366,Boxning,MALMÖ CENTRUM,Johan Bergström,2024-10-10,2024-10-13,19:00,Genomförd,Standard boxning. Inget att klaga på.,2024-10-14,3
BOK-000367,MED-10070,Bas,2023-03-30,2025-08-01,349,1992,PASS-2024-07-08-367,Styrketräning,Örebro,Oscar Holm,2024-07-02,2024-07-08,17:00,No-show,,,
BOK-000368,MED-10067,Student,2023-11-24,2025-01-27,249,2025,PASS-2024-09-21-368,Yoga,Uppsala,Lisa Andersson,2024-09-17,2024-09-21,18:30,Genomförd,,,
BOK-000369,MED-10133,Premium,2022-11-26,10 oktober 2024,599,1983,PASS-2024-10-15-369,Spinning,LUND,Fredrik Berg,2024-10-10,2024-10-15,17:30,Genomförd,Fantastiskt pass! Fredrik är så energisk och motiverande.,2024-10-16,4
BOK-000370,MED-10247,PREMIUM,2023-05-31,2025-03-09,599,1995,PASS-2024-09-01-370,Boxning,Malmö Centrum,Johan Bergström,2024-08-26,2024-09-01,07:00,Genomförd,,,
BOK-000371,MED-10156,Bas,2023-05-14,2025-03-21,349,1975,PASS-2024-08-10-371,Pilates,Malmö Västra Hamnen,David Chen,2024-08-08,2024-08-10,17:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-08-11,4
BOK-000372,MED-10248,Bas,2023-04-07,2025-06-15,349,1972,PASS-2024-10-05-372,Yoga,Västerås,Klara Svensson,2024-10-01,2024-10-05,18:30,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-10-05,4
BOK-000373,MED-10320,Bas,"May 06, 2024",2025-07-07,349,1994,PASS-2024-10-11-373,HIIT,Stockholm City,Erik Johansson,2024-10-08,2024-10-11,16:00,Genomförd,,,
BOK-000374,MED-10031,Premium,2023-09-06,2025-05-13,599,1982,PASS-2024-08-03-374,Spinning,Malmö Centrum,Johan Bergström,2024-07-27,2024-08-03,09:00,Genomförd,,,
BOK-000375,MED-10325,Premium,2023-05-13,2025-04-01,599,2001,PASS-2024-08-19-375,Spinning,Örebro,Oscar Holm,2024-08-16,2024-08-19,20:30,Genomförd,,,
BOK-000376,MED-10253,Student,2023-08-12,2025-06-05,249,1980,PASS-2024-10-29-376,Yoga,Göteborg Centrum,Maria Santos,2024-10-28,2024-10-29,18:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-10-29,4
BOK-000377,MED-10264,Premium,2022-10-17,2025-03-04,599,1993,PASS-2024-09-22-377,Pilates,Malmö Västra Hamnen,David Chen,2024-09-19,2024-09-22,18:00,Deltog,,,
BOK-000378,MED-10338,BAS,2023-03-13,2024-09-08,349,1993,PASS-2024-12-28-378,HIIT,Lund,Fredrik Berg,2024-12-25,2024-12-28,10:00,Avbokad,,,
BOK-000379,MED-10143,Student,2022-09-03,2025-05-30,249,1988,PASS-2024-12-28-379,Spinning,Örebro,Oscar Holm,2024-12-25,2024-12-28,18:00,Genomförd,Bästa spinningpasset jag varit på. Kommer tillbaka!,2024-12-29,5
BOK-000380,MED-10160,Premium,2023-05-19,2025-02-11,599,1998,PASS-2024-12-27-380,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-12-25,2024-12-27,18:00,Genomförd,Instruktören verkade ointresserad och omotiverande.,2024-12-27,2
BOK-000381,MED-10262,BAS,2022-07-27,2024-11-08,349,2006,PASS-2024-07-29-381,HIIT,STOCKHOLM CITY,Erik Johansson,2024-07-27,"July 29, 2024",17:00,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-07-30,4
BOK-000382,MED-10075,Bas,2024-02-20,2024-10-06,349,1985,PASS-2024-08-09-382,Boxning,MALMÖ CENTRUM,Johan Bergström,2024-08-08,2024-08-09,07:30,Genomförd,Alldeles för hög nivå för nybörjare. Ingen anpassning.,2024-08-10,2
BOK-000383,MED-10194,Student,2023-10-29,2025-01-12,249,1991,PASS-2024-08-20-383,Styrketräning,Örebro C,Oscar Holm,2024-08-14,2024-08-20,19:00,No-show,,,
BOK-000384,MED-10158,Premium,2023-07-29,2025-07-03,599,2006,PASS-2024-10-01-384,H.I.I.T,STOCKHOLM CITY,Erik Johansson,2024-09-25,2024-10-01,19:00,GENOMFÖRD,"Godkänt pass, lite kort kanske.",2024-10-01,3
BOK-000385,MED-10056,student,2024-02-22,24 september 2024,249,1994,PASS-2024-12-19-385,Hatha Yoga,Göteborg Centrum,Maria Santos,16/12/2024,19 december 2024,20:00,Deltog,Fantastiskt pass! Maria är så energisk och motiverande.,2024-12-20,4
BOK-000386,MED-10240,bas,2022-09-02,2025-03-21,349,1993,PASS-2024-07-01-386,Yoga,Uppsala,Lisa Andersson,2024-06-26,2024-07-01,10:00,Genomförd,,,
BOK-000387,MED-10264,Premium,2022-10-17,2025-03-04,599,1993,PASS-2024-12-19-387,Indoor Cycling,Örebro,Oscar Holm,2024-12-17,2024-12-19,18:00,Genomförd,Fantastiskt pass! Oscar är så energisk och motiverande.,2024-12-20,4
BOK-001019,MED-10323,Bas,2024-01-07,2025-06-15,349,1976,PASS-2024-08-04-1019,HIIT,Stockholm City,Erik Johansson,2024-07-30,2024-08-04,07:00,Genomförd,,,
BOK-000388,MED-10172,Premium,2022-11-11,2024-12-31,599,1991,PASS-2024-12-15-388,HIIT,Stockholm Kungsholmen,Marcus Ek,"December 08, 2024",2024-12-15,09:00,Genomförd,Instruktören verkade ointresserad och omotiverande.,2024-12-15,2
BOK-000389,MED-10348,Premium,2023-11-12,2024-11-26,599,1998,PASS-2024-11-08-389,Spin,Malmö Centrum,Johan Bergström,2024-11-02,2024-11-08,08:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-11-08,4
BOK-000390,MED-10151,Bas,2023-11-10,9 september 2024,349,1996,PASS-2024-10-11-390,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-10-07,2024-10-11,18:30,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-10-11,3
BOK-000391,MED-10071,Bas,2023-09-08,2024-12-12,349,1979,PASS-2024-09-09-391,Spinning,Göteborg Hisingen,Sara Nilsson,2024-09-04,2024-09-09,17:30,No-show,,,
BOK-000392,MED-10139,Bas,2023-03-30,2025-06-01,349,1997,PASS-2024-09-26-392,HIIT,Stockholm Södermalm,Anna Lindberg,2024-09-23,2024-09-26,18:30,Genomförd,,,
BOK-000393,MED-10370,Plus,2022-07-31,2025-08-04,599,1990,PASS-2024-09-10-393,HIIT,Lund,Fredrik Berg,2024-09-04,2024-09-10,19:00,Genomförd,,,
BOK-000394,MED-10329,Premium,2023-01-21,6 juli 2025,599,1989,PASS-2024-11-29-394,Styrketräning,,Erik Johansson,2024-11-22,2024-11-29,07:00,Genomförd,,,
BOK-000395,MED-10211,Bas,2023-07-09,2024-11-27,349,1981,PASS-2024-07-26-395,HIIT,Stockholm Södermalm,Anna Lindberg,2024-07-23,2024-07-26,18:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-07-27,5
BOK-000396,MED-10156,Basic,2023-05-14,2025-03-21,349,1975,PASS-2024-08-28-396,STYRKA,Stockholm City,Erik Johansson,2024-08-25,2024-08-28,17:30,Genomförd,,,
BOK-000397,MED-10364,Student,2022-09-16,2024-11-19,249,1986,PASS-2024-08-20-397,Spinning,Örebro,,2024-08-15,2024-08-20,18:00,No-show,,,
BOK-000398,MED-10115,Bas,2023-03-07,2024-12-17,349,1986,PASS-2024-08-26-398,Yoga,Malmö Västra Hamnen,David Chen,2024-08-23,2024-08-26,07:30,No-show,,,
BOK-000399,MED-10186,Bas,2024-04-10,2025-01-06,349,1987,PASS-2024-10-03-399,Boxning,Malmö Centrum,Johan Bergström,2024-10-02,2024-10-03,17:00,No-show,,,
BOK-000400,MED-10294,Student,2023-06-01,2024-12-29,249,1990,PASS-2024-08-27-400,HIIT,Stockholm Södermalm,Anna Lindberg,2024/08/26,2024-08-27,18:30,Genomförd,,,
BOK-000401,MED-10275,Bas,2022/09/06,2025-06-13,349,1985,PASS-2024-12-17-401,HIIT,Lund,,2024-12-12,2024-12-17,11:00,Genomförd,Professionellt och välorganiserat pass.,2024-12-18,4
BOK-000402,MED-10045,Bas,2022-08-25,2024-09-29,349,,PASS-2024-09-23-402,HIIT,Stockholm City,Erik Johansson,2024-09-17,2024-09-23,17:00,Genomförd,,,
